No,E,N,ndsm,ndvi,class6
8919,537149.704,5228878.029,-0.031,0.153488372,g
8920,537149.738,5228878.141,-0.03,0.115384615,g
8921,537149.773,5228878.252,-0.04,0.131707317,g
8922,537149.807,5228878.363,-0.048,0.11627907,g
8923,537146.364,5228877.472,0.109,0.188405797,g
8924,537149.841,5228878.475,-0.063,0.113122172,g
8925,537149.875,5228878.586,-0.016,0.095890411,g
8926,537149.91,5228878.697,-0.016,0.148514851,g
8927,537149.944,5228878.809,-0.018,0.121495327,g
8928,537149.978,5228878.92,-0.018,0.088372093,g
8929,537150.012,5228879.031,-0.016,0.115384615,g
8930,537150.047,5228879.143,-0.01,0.141509434,g
8931,537150.081,5228879.254,-0.007,0.165876777,g
8932,537150.115,5228879.366,-0.006,0.178743961,g
8933,537150.149,5228879.477,-0.01,0.190243902,g
8934,537150.184,5228879.588,-0.015,0.231527094,g
8935,537150.218,5228879.7,-0.01,0.25388601,g
8936,537149.182,5228876.727,0.103,0.226130653,g
8937,537149.216,5228876.839,0.09,0.264248705,g
8938,537149.25,5228876.95,0.066,0.278350515,g
8939,537149.284,5228877.061,0.04,0.28125,g
8940,537149.319,5228877.173,0.021,0.222797927,g
8941,537149.353,5228877.284,0.018,0.224489796,g
8942,537149.387,5228877.396,0.014,0.162561576,g
8943,537148.582,5228880.325,-0.024,0.147058824,g
8944,537149.421,5228877.507,0.004,0.155339806,g
8945,537148.616,5228880.436,-0.021,0.162561576,g
8946,537149.456,5228877.618,-0.009,0.158415842,g
8947,537148.65,5228880.547,-0.007,0.22,g
8948,537149.49,5228877.73,-0.015,0.131707317,g
8949,537148.685,5228880.659,0.015,0.221674877,g
8950,537149.524,5228877.841,-0.02,0.090909091,g
8951,537149.558,5228877.952,-0.021,0.141414141,g
8952,537149.593,5228878.064,-0.019,0.148514851,g
8953,537149.627,5228878.175,-0.016,0.112195122,g
8954,537149.661,5228878.286,-0.02,0.101449275,g
8955,537149.695,5228878.398,-0.032,0.123152709,g
8956,537149.73,5228878.509,-0.056,0.095238095,g
8957,537149.764,5228878.62,0.003,0.085714286,g
8958,537149.798,5228878.732,0.003,0.135678392,g
8959,537149.832,5228878.843,0.001,0.126213592,g
8960,537149.867,5228878.954,-0.002,0.077625571,g
8961,537149.901,5228879.066,-0.006,0.134883721,g
8962,537149.935,5228879.177,-0.017,0.2,g
8963,537149.969,5228879.288,-0.029,0.157894737,g
8964,537150.004,5228879.4,-0.039,0.165048544,g
8965,537150.038,5228879.511,-0.042,0.165048544,g
8966,537150.072,5228879.622,-0.037,0.178743961,g
8967,537150.106,5228879.734,-0.029,0.227722772,g
8968,537149.07,5228876.762,0.141,0.23,g
8969,537149.105,5228876.873,0.129,0.261538462,g
8970,537149.139,5228876.984,0.127,0.23,g
8971,537149.173,5228877.096,0.11,0.223300971,g
8972,537149.207,5228877.207,0.086,0.166666667,g
8973,537149.242,5228877.318,0.069,0.149758454,g
8974,537149.276,5228877.43,0.057,0.140096618,g
8975,537148.471,5228880.359,0.03,0.144230769,g
8976,537149.31,5228877.541,0.043,0.120772947,g
8977,537148.505,5228880.47,0.039,0.194174757,g
8978,537149.344,5228877.652,0.015,0.158415842,g
8979,537148.539,5228880.582,0.049,0.266331658,g
8980,537149.379,5228877.764,-0.005,0.119617225,g
8981,537148.573,5228880.693,0.068,0.258536585,g
8982,537149.413,5228877.875,-0.011,0.09178744,g
8983,537149.447,5228877.987,-0.007,0.151515152,g
8984,537149.481,5228878.098,0.002,0.135678392,g
8985,537149.516,5228878.209,0.012,0.096153846,g
8986,537149.55,5228878.321,0.019,0.08411215,g
8987,537149.584,5228878.432,0.019,0.121495327,g
8988,537149.618,5228878.543,0.015,0.153846154,g
8989,537149.653,5228878.655,0.021,0.133333333,g
8990,537149.687,5228878.766,0.017,0.151219512,g
8991,537149.721,5228878.877,0.011,0.170731707,g
8992,537149.755,5228878.989,0.008,0.152380952,g
8993,537149.79,5228879.1,0.013,0.184466019,g
8994,537149.824,5228879.211,0.026,0.242424242,g
8995,537149.858,5228879.323,0.03,0.150943396,g
8996,537149.892,5228879.434,0.024,0.122641509,g
8997,537149.927,5228879.545,0.002,0.15942029,g
8998,537149.961,5228879.657,-0.026,0.103773585,g
8999,537149.995,5228879.768,-0.046,0.141509434,g
9000,537148.959,5228876.796,0.099,0.133004926,g
9001,537148.993,5228876.907,0.106,0.172413793,g
9002,537149.027,5228877.019,0.108,0.23,g
9003,537149.062,5228877.13,0.103,0.129186603,g
9004,537149.096,5228877.241,0.081,0.103773585,g
9005,537149.13,5228877.353,0.054,0.093457944,g
9006,537148.359,5228880.393,-0.009,0.17370892,g
9007,537149.164,5228877.464,0.032,0.061032864,g
9008,537148.393,5228880.505,0.006,0.192307692,g
9009,537149.199,5228877.575,0.016,0.08490566,g
9010,537149.233,5228877.687,0.004,0.131707317,g
9011,537148.428,5228880.616,0.006,0.252525253,g
9012,537149.267,5228877.798,-0.001,0.120772947,g
9013,537148.462,5228880.727,-0.027,0.271794872,g
9014,537149.301,5228877.909,0,0.12745098,g
9015,537149.336,5228878.021,0.01,0.133004926,g
9016,537149.37,5228878.132,0.018,0.106796117,g
9017,537149.404,5228878.243,0.022,0.101449275,g
9018,537149.438,5228878.355,0.02,0.081818182,g
9019,537149.473,5228878.466,0.017,0.097674419,g
9020,537149.507,5228878.578,0.011,0.155339806,g
9021,537149.541,5228878.689,0.02,0.118811881,g
9022,537149.576,5228878.8,0.017,0.088235294,g
9023,537149.61,5228878.912,0.016,0.138613861,g
9024,537149.644,5228879.023,0.018,0.170731707,g
9025,537149.678,5228879.134,0.022,0.253731343,g
9026,537149.713,5228879.246,0.027,0.27638191,g
9027,537149.747,5228879.357,0.025,0.188679245,g
9028,537149.781,5228879.468,0.014,0.192307692,g
9029,537149.815,5228879.58,-0.004,0.180487805,g
9030,537149.85,5228879.691,-0.019,0.138755981,g
9031,537149.884,5228879.802,-0.033,0.129186603,g
9032,537148.848,5228876.83,0.081,0.171428571,g
9033,537148.882,5228876.942,0.08,0.123809524,g
9034,537148.916,5228877.053,0.067,0.2039801,g
9035,537148.95,5228877.164,0.065,0.198019802,g
9036,537148.985,5228877.276,0.053,0.153846154,g
9037,537149.019,5228877.387,0.042,0.132075472,g
9038,537148.248,5228880.428,-0.024,0.174757282,g
9039,537149.053,5228877.498,0.033,0.079069767,g
9040,537148.282,5228880.539,-0.044,0.2,g
9041,537149.087,5228877.61,0.027,0.094339623,g
9042,537148.316,5228880.65,-0.068,0.227722772,g
9043,537149.122,5228877.721,0.02,0.12195122,g
9044,537149.156,5228877.832,0.021,0.111111111,g
9045,537148.351,5228880.762,-0.119,0.21,g
9046,537149.19,5228877.944,0.029,0.074766355,g
9047,537149.224,5228878.055,0.04,0.130434783,g
9048,537149.259,5228878.166,0.039,0.12195122,g
9049,537149.293,5228878.278,0.027,0.133333333,g
9050,537149.327,5228878.389,0.012,0.113207547,g
9051,537149.361,5228878.5,0.003,0.115207373,g
9052,537149.396,5228878.612,-0.003,0.098591549,g
9053,537149.43,5228878.723,0.028,0.099526066,g
9054,537149.464,5228878.834,0.031,0.100478469,g
9055,537149.498,5228878.946,0.035,0.100478469,g
9056,537149.533,5228879.057,0.039,0.206030151,g
9057,537149.567,5228879.169,0.035,0.233830846,g
9058,537149.601,5228879.28,0.02,0.286432161,g
9059,537149.635,5228879.391,0.004,0.20952381,g
9060,537149.67,5228879.503,-0.01,0.185929648,g
9061,537149.704,5228879.614,-0.023,0.136150235,g
9062,537149.738,5228879.725,-0.032,0.142857143,g
9063,537149.772,5228879.837,-0.031,0.149758454,g
9064,537148.736,5228876.864,-0.006,0.2,g
9065,537148.77,5228876.976,-0.024,0.134883721,g
9066,537148.805,5228877.087,-0.027,0.2,g
9067,537148.839,5228877.198,-0.021,0.25388601,g
9068,537148.873,5228877.31,-0.023,0.170731707,g
9069,537148.907,5228877.421,-0.035,0.153846154,g
9070,537148.942,5228877.533,-0.046,0.132075472,g
9071,537148.976,5228877.644,-0.038,0.101449275,g
9072,537149.01,5228877.755,-0.018,0.138613861,g
9073,537149.045,5228877.867,0.003,0.112195122,g
9074,537149.079,5228877.978,0.02,0.079812207,g
9075,537149.113,5228878.089,0.03,0.138755981,g
9076,537149.147,5228878.201,0.023,0.144230769,g
9077,537149.182,5228878.312,0.006,0.13592233,g
9078,537149.216,5228878.423,-0.013,0.129186603,g
9079,537149.25,5228878.535,-0.018,0.123809524,g
9080,537149.284,5228878.646,-0.011,0.109004739,g
9081,537149.319,5228878.757,0.056,0.098591549,g
9082,537149.353,5228878.869,0.078,0.109004739,g
9083,537149.387,5228878.98,0.085,0.115384615,g
9084,537149.421,5228879.091,0.081,0.164179104,g
9085,537149.456,5228879.203,0.066,0.216080402,g
9086,537149.49,5228879.314,0.048,0.252525253,g
9087,537149.524,5228879.425,0.037,0.238095238,g
9088,537149.558,5228879.537,0.038,0.23,g
9089,537149.593,5228879.648,0.036,0.179245283,g
9090,537149.627,5228879.759,0.021,0.177033493,g
9091,537149.661,5228879.871,0,0.169082126,g
9092,537148.625,5228876.899,-0.064,0.233009709,g
9093,537148.659,5228877.01,-0.068,0.181395349,g
9094,537148.693,5228877.121,-0.068,0.24,g
9095,537148.728,5228877.233,-0.032,0.242424242,g
9096,537148.762,5228877.344,-0.015,0.201970443,g
9097,537148.796,5228877.455,-0.033,0.14953271,g
9098,537148.83,5228877.567,-0.034,0.145539906,g
9099,537148.865,5228877.678,-0.036,0.152380952,g
9100,537148.899,5228877.789,-0.018,0.154228856,g
9101,537148.933,5228877.901,0.009,0.090909091,g
9102,537148.967,5228878.012,0.026,0.101449275,g
9103,537149.002,5228878.124,0.026,0.14,g
9104,537149.036,5228878.235,0.007,0.052631579,g
9105,537149.07,5228878.346,-0.016,0.108910891,g
9106,537149.104,5228878.458,-0.038,0.067961165,g
9107,537149.139,5228878.569,-0.046,0.104761905,g
9108,537149.173,5228878.68,-0.035,0.096774194,g
9109,537149.207,5228878.792,0.011,0.078341014,g
9110,537149.241,5228878.903,0.03,0.145631068,g
9111,537149.276,5228879.014,0.041,0.165048544,g
9112,537149.31,5228879.126,0.046,0.168316832,g
9113,537149.344,5228879.237,0.062,0.165048544,g
9114,537149.378,5228879.348,0.095,0.223300971,g
9115,537149.413,5228879.46,0.123,0.219512195,g
9116,537149.447,5228879.571,0.131,0.22705314,g
9117,537149.481,5228879.682,0.118,0.177033493,g
9118,537149.515,5228879.794,0.091,0.162561576,g
9119,537149.55,5228879.905,0.06,0.15270936,g
9120,537148.514,5228876.933,-0.14,0.263681592,g
9121,537148.548,5228877.044,-0.144,0.28,g
9122,537148.582,5228877.156,-0.141,0.269035533,g
9123,537148.616,5228877.267,-0.122,0.244897959,g
9124,537148.651,5228877.378,-0.097,0.166666667,g
9125,537148.685,5228877.49,-0.076,0.122641509,g
9126,537148.719,5228877.601,-0.066,0.125581395,g
9127,537148.753,5228877.712,-0.059,0.109004739,g
9128,537148.788,5228877.824,-0.043,0.116504854,g
9129,537148.822,5228877.935,-0.021,0.104761905,g
9130,537148.856,5228878.046,-0.001,0.090909091,g
9131,537148.89,5228878.158,0.006,0.09178744,g
9132,537148.925,5228878.269,0,0.060465116,g
9133,537148.959,5228878.38,-0.009,0.071770335,g
9134,537148.993,5228878.492,-0.022,0.067961165,g
9135,537149.027,5228878.603,-0.034,0.085714286,g
9136,537149.062,5228878.715,-0.034,0.096153846,g
9137,537149.096,5228878.826,-0.037,0.089108911,g
9138,537149.13,5228878.937,-0.031,0.097087379,g
9139,537149.164,5228879.049,-0.026,0.115384615,g
9140,537149.199,5228879.16,-0.021,0.107843137,g
9141,537149.233,5228879.271,-0.007,0.13,g
9142,537149.267,5228879.383,0.018,0.13592233,g
9143,537149.301,5228879.494,0.051,0.156862745,g
9144,537149.336,5228879.605,0.075,0.203883495,g
9145,537149.37,5228879.717,0.076,0.188405797,g
9146,537149.404,5228879.828,0.061,0.138613861,g
9147,537149.438,5228879.939,0.061,0.133004926,g
9148,537148.402,5228876.967,-0.12,0.255102041,g
9149,537148.436,5228877.079,-0.095,0.269035533,g
9150,537148.471,5228877.19,-0.099,0.28,g
9151,537148.505,5228877.301,-0.117,0.211538462,g
9152,537148.539,5228877.413,-0.129,0.192307692,g
9153,537148.573,5228877.524,-0.119,0.141509434,g
9154,537148.608,5228877.635,-0.081,0.094339623,g
9155,537148.642,5228877.747,-0.039,0.09178744,g
9156,537148.676,5228877.858,-0.014,0.137254902,g
9157,537148.71,5228877.969,-0.007,0.122641509,g
9158,537148.745,5228878.081,-0.009,0.095238095,g
9159,537148.779,5228878.192,-0.015,0.120772947,g
9160,537148.813,5228878.303,-0.022,0.115384615,g
9161,537148.847,5228878.415,-0.022,0.13592233,g
9162,537148.882,5228878.526,-0.017,0.110047847,g
9163,537148.916,5228878.637,-0.008,0.062801932,g
9164,537148.95,5228878.749,0,0.100478469,g
9165,537148.985,5228878.86,-0.069,0.081339713,g
9166,537149.019,5228878.971,-0.067,0.067961165,g
9167,537149.053,5228879.083,-0.069,0.065420561,g
9168,537149.087,5228879.194,-0.074,0.096153846,g
9169,537149.122,5228879.306,-0.075,0.148514851,g
9170,537149.156,5228879.417,-0.075,0.137440758,g
9171,537149.19,5228879.528,-0.055,0.171428571,g
9172,537149.224,5228879.64,-0.022,0.198113208,g
9173,537149.259,5228879.751,0.002,0.164319249,g
9174,537149.293,5228879.862,0.004,0.18,g
9175,537149.327,5228879.974,-0.003,0.18974359,g
9176,537148.291,5228877.001,-0.068,0.268041237,g
9177,537148.325,5228877.113,-0.084,0.261538462,g
9178,537148.359,5228877.224,-0.085,0.255102041,g
9179,537148.394,5228877.336,-0.098,0.157894737,g
9180,537148.428,5228877.447,-0.11,0.152380952,g
9181,537148.462,5228877.558,-0.1,0.15942029,g
9182,537148.496,5228877.67,-0.065,0.147058824,g
9183,537148.531,5228877.781,-0.028,0.100478469,g
9184,537148.565,5228877.892,-0.008,0.095238095,g
9185,537148.599,5228878.004,-0.001,0.125,g
9186,537148.633,5228878.115,-0.001,0.149758454,g
9187,537148.668,5228878.226,-0.004,0.145631068,g
9188,537148.702,5228878.338,-0.007,0.114285714,g
9189,537148.736,5228878.449,-0.011,0.105769231,g
9190,537148.77,5228878.56,-0.013,0.127962085,g
9191,537148.805,5228878.672,-0.009,0.112149533,g
9192,537148.839,5228878.783,0,0.079812207,g
9193,537148.873,5228878.894,-0.052,0.070422535,g
9194,537148.907,5228879.006,-0.051,0.134615385,g
9195,537148.942,5228879.117,-0.059,0.138755981,g
9196,537148.976,5228879.228,-0.074,0.147058824,g
9197,537149.01,5228879.34,-0.083,0.17,g
9198,537149.044,5228879.451,-0.096,0.142857143,g
9199,537149.079,5228879.562,-0.103,0.184466019,g
9200,537149.113,5228879.674,-0.113,0.221674877,g
9201,537149.147,5228879.785,-0.126,0.206030151,g
9202,537149.181,5228879.897,-0.134,0.171717172,g
9203,537149.216,5228880.008,-0.141,0.222797927,g
9204,537148.179,5228877.036,0.013,0.23,g
9205,537150.997,5228876.291,-0.012,0.239583333,g
9206,537148.214,5228877.147,0.015,0.216080402,g
9207,537151.032,5228876.402,0.019,0.244680851,g
9208,537148.248,5228877.258,0.025,0.203883495,g
9209,537151.066,5228876.513,0.043,0.269035533,g
9210,537148.282,5228877.37,0.041,0.194174757,g
9211,537151.1,5228876.625,0.055,0.292929293,g
9212,537148.316,5228877.481,-0.005,0.169811321,g
9213,537151.134,5228876.736,0.052,0.244897959,g
9214,537148.351,5228877.592,-0.028,0.174757282,g
9215,537151.169,5228876.847,0.046,0.21,g
9216,537148.385,5228877.704,-0.005,0.114427861,g
9217,537151.203,5228876.959,0.039,0.174757282,g
9218,537148.419,5228877.815,0.002,0.096153846,g
9219,537148.454,5228877.927,-0.001,0.128712871,g
9220,537148.488,5228878.038,-0.004,0.138613861,g
9221,537148.522,5228878.149,-0.005,0.120772947,g
9222,537148.556,5228878.261,-0.005,0.118483412,g
9223,537148.591,5228878.372,-0.004,0.101449275,g
9224,537148.625,5228878.483,-0.004,0.065420561,g
9225,537148.659,5228878.595,-0.012,0.122641509,g
9226,537148.693,5228878.706,-0.028,0.132075472,g
9227,537148.728,5228878.817,-0.047,0.075555556,g
9228,537148.762,5228878.929,0.003,0.064814815,g
9229,537148.796,5228879.04,-0.005,0.096153846,g
9230,537148.83,5228879.151,-0.021,0.09178744,g
9231,537148.865,5228879.263,-0.037,0.130434783,g
9232,537148.899,5228879.374,-0.042,0.140186916,g
9233,537148.933,5228879.485,-0.024,0.162790698,g
9234,537148.967,5228879.597,-0.032,0.165876777,g
9235,537149.002,5228879.708,-0.054,0.21,g
9236,537149.036,5228879.819,-0.096,0.114427861,g
9237,537149.07,5228879.931,-0.153,0.142857143,g
9238,537149.104,5228880.042,-0.113,0.187817259,g
9239,537148.068,5228877.07,0.146,0.184079602,g
9240,537150.886,5228876.325,0.047,0.261538462,g
9241,537148.102,5228877.181,0.165,0.148325359,g
9242,537150.92,5228876.436,0.05,0.278350515,g
9243,537148.137,5228877.293,0.141,0.177033493,g
9244,537150.955,5228876.548,0.059,0.242424242,g
9245,537148.171,5228877.404,0.101,0.182692308,g
9246,537150.989,5228876.659,0.056,0.271794872,g
9247,537148.205,5228877.515,-0.011,0.169082126,g
9248,537151.023,5228876.77,0.034,0.195979899,g
9249,537148.239,5228877.627,-0.029,0.16097561,g
9250,537151.057,5228876.882,0.056,0.12745098,g
9251,537148.274,5228877.738,-0.03,0.12745098,g
9252,537151.092,5228876.993,0.082,0.069306931,g
9253,537148.308,5228877.849,-0.023,0.070422535,g
9254,537151.126,5228877.104,0.072,0.093596059,g
9255,537148.342,5228877.961,-0.019,0.12745098,g
9256,537151.16,5228877.216,0.036,0.149758454,g
9257,537148.376,5228878.072,-0.025,0.133004926,g
9258,537151.194,5228877.327,0.01,0.17535545,g
9259,537148.411,5228878.183,-0.014,0.138755981,g
9260,537151.229,5228877.438,0.001,0.114285714,g
9261,537148.445,5228878.295,-0.005,0.13592233,g
9262,537151.263,5228877.55,-0.004,0.089108911,g
9263,537148.479,5228878.406,-0.004,0.111111111,g
9264,537151.297,5228877.661,0,0.131313131,g
9265,537148.513,5228878.518,0.004,0.099526066,g
9266,537151.331,5228877.772,0.006,0.2,g
9267,537148.548,5228878.629,0.006,0.141463415,g
9268,537151.366,5228877.884,0.012,0.18974359,g
9269,537148.582,5228878.74,-0.003,0.155339806,g
9270,537148.616,5228878.852,-0.019,0.092592593,g
9271,537148.65,5228878.963,0.008,0.083333333,g
9272,537148.685,5228879.074,-0.005,0.096774194,g
9273,537148.719,5228879.186,-0.024,0.100917431,g
9274,537148.753,5228879.297,-0.039,0.107981221,g
9275,537148.787,5228879.408,-0.042,0.141509434,g
9276,537148.822,5228879.52,-0.03,0.127962085,g
9277,537148.856,5228879.631,-0.034,0.162561576,g
9278,537148.89,5228879.742,-0.044,0.165048544,g
9279,537148.925,5228879.854,-0.069,0.110047847,g
9280,537148.959,5228879.965,-0.101,0.13592233,g
9281,537148.993,5228880.076,-0.118,0.158415842,g
9282,537147.957,5228877.104,0.202,0.170731707,g
9283,537150.775,5228876.359,0.108,0.27638191,g
9284,537147.991,5228877.216,0.22,0.150943396,g
9285,537150.809,5228876.471,0.087,0.292929293,g
9286,537148.025,5228877.327,0.224,0.137440758,g
9287,537150.843,5228876.582,0.036,0.267326733,g
9288,537148.06,5228877.438,0.193,0.144230769,g
9289,537150.878,5228876.693,0.007,0.287128713,g
9290,537148.094,5228877.55,0.091,0.137440758,g
9291,537150.912,5228876.805,0.009,0.209756098,g
9292,537148.128,5228877.661,0.068,0.154228856,g
9293,537150.946,5228876.916,0.031,0.233830846,g
9294,537148.162,5228877.772,0.041,0.115577889,g
9295,537150.98,5228877.027,0.059,0.195979899,g
9296,537148.197,5228877.884,0.019,0.112195122,g
9297,537151.015,5228877.139,0.064,0.133333333,g
9298,537148.231,5228877.995,0.005,0.105769231,g
9299,537151.049,5228877.25,0.043,0.134615385,g
9300,537148.265,5228878.106,0.002,0.118483412,g
9301,537151.083,5228877.361,0.02,0.137440758,g
9302,537148.299,5228878.218,0.021,0.138755981,g
9303,537151.117,5228877.473,0.008,0.08411215,g
9304,537148.334,5228878.329,0.046,0.165048544,g
9305,537151.152,5228877.584,0.006,0.106796117,g
9306,537148.368,5228878.44,0.043,0.12962963,g
9307,537151.186,5228877.695,0.014,0.126903553,g
9308,537148.402,5228878.552,0.023,0.154929577,g
9309,537151.22,5228877.807,0.029,0.157360406,g
9310,537148.436,5228878.663,0.01,0.169082126,g
9311,537151.254,5228877.918,0.042,0.158974359,g
9312,537148.471,5228878.774,-0.002,0.147058824,g
9313,537151.289,5228878.029,0.045,0.183673469,g
9314,537148.505,5228878.886,-0.013,0.08411215,g
9315,537151.323,5228878.141,0.015,0.13592233,g
9316,537148.539,5228878.997,-0.029,0.078341014,g
9317,537151.357,5228878.252,-0.001,0.15942029,g
9318,537148.573,5228879.109,-0.043,0.107981221,g
9319,537151.391,5228878.363,-0.011,0.228426396,g
9320,537151.426,5228878.475,-0.015,0.2,g
9321,537148.608,5228879.22,-0.059,0.103773585,g
9322,537151.46,5228878.586,-0.007,0.161616162,g
9323,537148.642,5228879.331,-0.067,0.111111111,g
9324,537151.494,5228878.698,-0.004,0.148514851,g
9325,537148.676,5228879.443,-0.063,0.123152709,g
9326,537151.528,5228878.809,-0.006,0.138613861,g
9327,537148.71,5228879.554,-0.052,0.095238095,g
9328,537151.563,5228878.92,-0.008,0.09178744,g
9329,537148.745,5228879.665,-0.044,0.144230769,g
9330,537148.779,5228879.777,-0.044,0.167464115,g
9331,537148.813,5228879.888,-0.05,0.133333333,g
9332,537148.847,5228879.999,-0.056,0.141463415,g
9333,537148.882,5228880.111,-0.059,0.155778894,g
9334,537147.845,5228877.138,0.159,0.24137931,g
9335,537150.663,5228876.393,0.102,0.248730964,g
9336,537147.88,5228877.25,0.195,0.213592233,g
9337,537150.698,5228876.505,0.076,0.252525253,g
9338,537147.914,5228877.361,0.2,0.19047619,g
9339,537150.732,5228876.616,-0.032,0.248780488,g
9340,537147.948,5228877.473,0.16,0.126760563,g
9341,537150.766,5228876.728,-0.119,0.248780488,g
9342,537147.982,5228877.584,0.103,0.153846154,g
9343,537150.8,5228876.839,-0.105,0.19047619,g
9344,537148.017,5228877.695,0.06,0.168316832,g
9345,537150.835,5228876.95,-0.082,0.213592233,g
9346,537148.051,5228877.807,0.029,0.147058824,g
9347,537150.869,5228877.062,-0.01,0.257731959,g
9348,537148.085,5228877.918,0.006,0.154228856,g
9349,537150.903,5228877.173,0.028,0.184466019,g
9350,537148.119,5228878.029,0.016,0.156862745,g
9351,537150.937,5228877.284,0.042,0.169082126,g
9352,537148.154,5228878.141,0.031,0.133333333,g
9353,537150.972,5228877.396,0.045,0.145631068,g
9354,537148.188,5228878.252,0.07,0.134615385,g
9355,537151.006,5228877.507,0.039,0.061032864,g
9356,537148.222,5228878.363,0.096,0.151219512,g
9357,537151.04,5228877.618,0.028,0.131313131,g
9358,537148.256,5228878.475,0.068,0.155339806,g
9359,537151.074,5228877.73,0.024,0.102439024,g
9360,537148.291,5228878.586,0.043,0.158415842,g
9361,537151.109,5228877.841,0.024,0.117647059,g
9362,537148.325,5228878.697,0.02,0.172413793,g
9363,537151.143,5228877.952,0.026,0.137254902,g
9364,537148.359,5228878.809,0.005,0.137440758,g
9365,537151.177,5228878.064,0.024,0.165829146,g
9366,537148.394,5228878.92,-0.002,0.147058824,g
9367,537151.211,5228878.175,0.002,0.208121827,g
9368,537148.428,5228879.031,-0.039,0.141463415,g
9369,537151.246,5228878.286,-0.005,0.190243902,g
9370,537151.28,5228878.398,-0.009,0.212121212,g
9371,537148.462,5228879.143,-0.041,0.119617225,g
9372,537151.314,5228878.509,-0.009,0.141414141,g
9373,537148.496,5228879.254,-0.043,0.120772947,g
9374,537151.348,5228878.62,-0.01,0.169230769,g
9375,537148.531,5228879.365,-0.048,0.12745098,g
9376,537151.383,5228878.732,-0.012,0.212435233,g
9377,537148.565,5228879.477,-0.053,0.119617225,g
9378,537151.417,5228878.843,-0.017,0.222222222,g
9379,537148.599,5228879.588,-0.05,0.088372093,g
9380,537151.451,5228878.954,-0.009,0.11,g
9381,537148.633,5228879.7,-0.045,0.126760563,g
9382,537151.486,5228879.066,-0.002,0.147058824,g
9383,537148.668,5228879.811,-0.049,0.157894737,g
9384,537148.702,5228879.922,-0.047,0.144230769,g
9385,537151.52,5228879.177,0.009,0.173076923,g
9386,537148.736,5228880.034,-0.034,0.191919192,g
9387,537151.554,5228879.289,0.027,0.146919431,g
9388,537148.77,5228880.145,-0.018,0.21875,g
9389,537147.734,5228877.173,0.035,0.253731343,g
9390,537150.552,5228876.428,0.071,0.232323232,g
9391,537147.768,5228877.284,0.053,0.269035533,g
9392,537150.586,5228876.539,0.042,0.25,g
9393,537147.803,5228877.395,0.066,0.2,g
9394,537150.621,5228876.65,-0.028,0.286432161,g
9395,537147.837,5228877.507,0.027,0.18627451,g
9396,537150.655,5228876.762,-0.095,0.198019802,g
9397,537147.871,5228877.618,-0.011,0.192118227,g
9398,537150.689,5228876.873,-0.135,0.184466019,g
9399,537147.905,5228877.729,-0.034,0.22,g
9400,537150.723,5228876.984,-0.132,0.192307692,g
9401,537147.94,5228877.841,-0.032,0.18226601,g
9402,537150.758,5228877.096,-0.09,0.174129353,g
9403,537147.974,5228877.952,-0.011,0.19,g
9404,537150.792,5228877.207,-0.034,0.153846154,g
9405,537148.008,5228878.064,0.014,0.145631068,g
9406,537150.826,5228877.319,0.001,0.176470588,g
9407,537148.042,5228878.175,0.064,0.118483412,g
9408,537150.86,5228877.43,0.02,0.141509434,g
9409,537148.077,5228878.286,0.118,0.13592233,g
9410,537150.895,5228877.541,0.025,0.115384615,g
9411,537148.111,5228878.398,0.128,0.133333333,g
9412,537150.929,5228877.653,0.021,0.123152709,g
9413,537148.145,5228878.509,0.067,0.122641509,g
9414,537150.963,5228877.764,0.015,0.114285714,g
9415,537148.179,5228878.62,0.041,0.133333333,g
9416,537150.997,5228877.875,0.01,0.137254902,g
9417,537148.214,5228878.732,0.022,0.153846154,g
9418,537151.032,5228877.987,0.012,0.16,g
9419,537148.248,5228878.843,0.02,0.103773585,g
9420,537151.066,5228878.098,0.02,0.162561576,g
9421,537148.282,5228878.954,0.028,0.148514851,g
9422,537151.1,5228878.209,0.002,0.184079602,g
9423,537148.316,5228879.066,0.016,0.131707317,g
9424,537151.134,5228878.321,-0.001,0.184466019,g
9425,537148.351,5228879.177,0.007,0.102803738,g
9426,537151.169,5228878.432,-0.008,0.213930348,g
9427,537148.385,5228879.288,-0.007,0.114285714,g
9428,537151.203,5228878.543,-0.012,0.171717172,g
9429,537151.237,5228878.655,-0.009,0.128712871,g
9430,537148.419,5228879.4,-0.017,0.134615385,g
9431,537151.271,5228878.766,-0.002,0.195876289,g
9432,537148.453,5228879.511,-0.027,0.155339806,g
9433,537151.306,5228878.877,0.016,0.260869565,g
9434,537148.488,5228879.622,-0.025,0.126760563,g
9435,537151.34,5228878.989,0.026,0.17,g
9436,537148.522,5228879.734,-0.027,0.16097561,g
9437,537151.374,5228879.1,0.027,0.148514851,g
9438,537148.556,5228879.845,-0.038,0.164179104,g
9439,537148.59,5228879.956,-0.043,0.18,g
9440,537151.408,5228879.211,0.026,0.203883495,g
9441,537148.625,5228880.068,-0.033,0.252631579,g
9442,537151.443,5228879.323,0.029,0.195979899,g
9443,537148.659,5228880.179,-0.017,0.222222222,g
9444,537147.623,5228877.207,0.023,0.277486911,g
9445,537150.441,5228876.462,-0.012,0.190243902,g
9446,537147.657,5228877.318,0.029,0.242424242,g
9447,537150.475,5228876.573,-0.018,0.211538462,g
9448,537147.691,5228877.43,0.04,0.212121212,g
