No,E,N,ndsm,ndvi,class6
9449,537150.509,5228876.685,-0.016,0.235294118,g
9450,537147.725,5228877.541,0.014,0.192118227,g
9451,537150.543,5228876.796,-0.05,0.263681592,g
9452,537147.76,5228877.652,-0.001,0.180487805,g
9453,537150.578,5228876.907,-0.087,0.215686275,g
9454,537147.794,5228877.764,0.01,0.169082126,g
9455,537150.612,5228877.019,-0.105,0.223880597,g
9456,537147.828,5228877.875,0.03,0.178217822,g
9457,537150.646,5228877.13,-0.097,0.25,g
9458,537147.863,5228877.986,0.047,0.21,g
9459,537150.68,5228877.241,-0.074,0.206030151,g
9460,537147.897,5228878.098,0.072,0.218274112,g
9461,537150.715,5228877.353,-0.042,0.205882353,g
9462,537147.931,5228878.209,0.087,0.16,g
9463,537150.749,5228877.464,-0.019,0.235294118,g
9464,537147.965,5228878.32,0.127,0.158415842,g
9465,537150.783,5228877.575,-0.005,0.222222222,g
9466,537148,5228878.432,0.117,0.141463415,g
9467,537150.818,5228877.687,0.001,0.173469388,g
9468,537148.034,5228878.543,0.06,0.13592233,g
9469,537150.852,5228877.798,0.002,0.096153846,g
9470,537148.068,5228878.655,0.026,0.134615385,g
9471,537150.886,5228877.91,0.008,0.154228856,g
9472,537148.102,5228878.766,0.011,0.114285714,g
9473,537150.92,5228878.021,0.017,0.176470588,g
9474,537148.137,5228878.877,0.006,0.075471698,g
9475,537150.955,5228878.132,0.032,0.169082126,g
9476,537148.171,5228878.989,0.014,0.107843137,g
9477,537150.989,5228878.244,0.017,0.180487805,g
9478,537148.205,5228879.1,0.038,0.165829146,g
9479,537151.023,5228878.355,0.01,0.221674877,g
9480,537148.239,5228879.211,0.038,0.173076923,g
9481,537151.057,5228878.466,-0.003,0.226130653,g
9482,537148.274,5228879.323,0.027,0.170731707,g
9483,537151.092,5228878.578,-0.013,0.151219512,g
9484,537148.308,5228879.434,0.015,0.180487805,g
9485,537151.126,5228878.689,-0.02,0.110047847,g
9486,537148.342,5228879.545,0.006,0.205882353,g
9487,537151.16,5228878.8,-0.019,0.15270936,g
9488,537148.376,5228879.657,0.017,0.136150235,g
9489,537151.194,5228878.912,-0.001,0.230769231,g
9490,537151.229,5228879.023,0.017,0.19,g
9491,537148.411,5228879.768,0.027,0.132075472,g
9492,537151.263,5228879.134,0.032,0.207920792,g
9493,537148.445,5228879.879,0.024,0.162561576,g
9494,537148.479,5228879.991,0.016,0.168316832,g
9495,537151.297,5228879.246,0.037,0.258883249,g
9496,537148.513,5228880.102,0.011,0.229166667,g
9497,537151.331,5228879.357,0.032,0.23857868,g
9498,537148.548,5228880.213,0.012,0.175879397,g
9499,537147.511,5228877.241,0.016,0.212121212,g
9500,537150.329,5228876.496,-0.032,0.192307692,g
9501,537147.546,5228877.353,-0.017,0.255102041,g
9502,537150.364,5228876.608,-0.041,0.180952381,g
9503,537147.58,5228877.464,-0.056,0.198019802,g
9504,537150.398,5228876.719,-0.063,0.235294118,g
9505,537147.614,5228877.575,-0.086,0.166666667,g
9506,537150.432,5228876.83,-0.088,0.217391304,g
9507,537147.648,5228877.687,-0.072,0.17,g
9508,537150.466,5228876.942,-0.108,0.205741627,g
9509,537147.683,5228877.798,-0.029,0.169082126,g
9510,537150.501,5228877.053,-0.109,0.257425743,g
9511,537147.717,5228877.909,0.008,0.178217822,g
9512,537150.535,5228877.164,-0.083,0.309278351,g
9513,537147.751,5228878.021,0.02,0.204081633,g
9514,537150.569,5228877.276,-0.063,0.257731959,g
9515,537147.785,5228878.132,0.032,0.198019802,g
9516,537150.603,5228877.387,-0.056,0.217821782,g
9517,537147.82,5228878.243,0.048,0.153846154,g
9518,537150.638,5228877.498,-0.031,0.22,g
9519,537147.854,5228878.355,0.068,0.151515152,g
9520,537150.672,5228877.61,-0.013,0.237113402,g
9521,537147.888,5228878.466,0.053,0.107843137,g
9522,537150.706,5228877.721,-0.005,0.212121212,g
9523,537147.922,5228878.577,0.016,0.115577889,g
9524,537150.74,5228877.832,-0.004,0.180487805,g
9525,537147.957,5228878.689,-0.002,0.18134715,g
9526,537150.775,5228877.944,-0.003,0.145631068,g
9527,537147.991,5228878.8,-0.028,0.134020619,g
9528,537150.809,5228878.055,-0.001,0.178217822,g
9529,537148.025,5228878.911,-0.053,0.058823529,g
9530,537150.843,5228878.166,0.001,0.174757282,g
9531,537148.059,5228879.023,-0.071,0.08056872,g
9532,537150.877,5228878.278,-0.001,0.205882353,g
9533,537148.094,5228879.134,0.023,0.166666667,g
9534,537150.912,5228878.389,-0.004,0.190243902,g
9535,537148.128,5228879.246,0.033,0.174757282,g
9536,537150.946,5228878.5,-0.01,0.257731959,g
9537,537148.162,5228879.357,0.036,0.18,g
9538,537150.98,5228878.612,-0.016,0.152380952,g
9539,537148.196,5228879.468,0.033,0.185929648,g
9540,537151.014,5228878.723,-0.022,0.145539906,g
9541,537148.231,5228879.58,0.024,0.185929648,g
9542,537151.049,5228878.835,-0.027,0.196172249,g
9543,537148.265,5228879.691,0.015,0.188118812,g
9544,537151.083,5228878.946,-0.018,0.24,g
9545,537148.299,5228879.802,0.009,0.174129353,g
9546,537151.117,5228879.057,-0.008,0.215686275,g
9547,537148.334,5228879.914,0.005,0.166666667,g
9548,537151.151,5228879.169,0.012,0.265306122,g
9549,537148.368,5228880.025,0.004,0.176470588,g
9550,537151.186,5228879.28,0.035,0.252525253,g
9551,537148.402,5228880.136,0.009,0.193877551,g
9552,537151.22,5228879.391,0.048,0.268041237,g
9553,537148.436,5228880.248,0.021,0.16751269,g
9554,537147.4,5228877.276,-0.021,0.192118227,g
9555,537150.218,5228876.53,-0.062,0.169811321,g
9556,537147.434,5228877.387,-0.05,0.201970443,g
9557,537150.252,5228876.642,-0.072,0.158878505,g
9558,537147.469,5228877.498,-0.087,0.176470588,g
9559,537150.287,5228876.753,-0.05,0.201923077,g
9560,537147.503,5228877.61,-0.079,0.180487805,g
9561,537150.321,5228876.865,-0.035,0.184834123,g
9562,537147.537,5228877.721,-0.021,0.196078431,g
9563,537150.355,5228876.976,0.014,0.201923077,g
9564,537147.571,5228877.832,0.036,0.155339806,g
9565,537150.389,5228877.087,0.05,0.24137931,g
9566,537147.606,5228877.944,0.065,0.168316832,g
9567,537150.424,5228877.199,0.034,0.227722772,g
9568,537147.64,5228878.055,0.06,0.18,g
9569,537150.458,5228877.31,-0.012,0.248730964,g
9570,537147.674,5228878.166,0.052,0.206030151,g
9571,537150.492,5228877.421,-0.005,0.23,g
9572,537147.708,5228878.278,0.037,0.172413793,g
9573,537150.526,5228877.533,-0.013,0.195979899,g
9574,537147.743,5228878.389,0.034,0.18226601,g
9575,537150.561,5228877.644,-0.019,0.206030151,g
9576,537147.777,5228878.5,0.006,0.156862745,g
9577,537150.595,5228877.755,-0.025,0.251282051,g
9578,537147.811,5228878.612,-0.035,0.133004926,g
9579,537150.629,5228877.867,-0.026,0.195979899,g
9580,537147.845,5228878.723,-0.046,0.090909091,g
9581,537150.663,5228877.978,-0.024,0.138613861,g
9582,537147.88,5228878.834,-0.046,0.133004926,g
9583,537150.698,5228878.089,-0.022,0.151219512,g
9584,537147.914,5228878.946,-0.042,0.064220183,g
9585,537150.732,5228878.201,-0.018,0.16097561,g
9586,537147.948,5228879.057,-0.031,0.031390135,g
9587,537150.766,5228878.312,-0.017,0.190243902,g
9588,537147.982,5228879.168,-0.009,0.15270936,g
9589,537150.8,5228878.423,-0.011,0.2039801,g
9590,537148.017,5228879.28,-0.005,0.162561576,g
9591,537150.835,5228878.535,-0.008,0.206030151,g
9592,537148.051,5228879.391,-0.003,0.162561576,g
9593,537150.869,5228878.646,-0.01,0.170731707,g
9594,537148.085,5228879.502,-0.004,0.148514851,g
9595,537150.903,5228878.757,-0.015,0.211538462,g
9596,537148.119,5228879.614,-0.007,0.164179104,g
9597,537150.937,5228878.869,-0.018,0.23902439,g
9598,537148.154,5228879.725,-0.004,0.156862745,g
9599,537150.972,5228878.98,-0.008,0.248780488,g
9600,537148.188,5228879.837,-0.001,0.17,g
9601,537151.006,5228879.091,-0.002,0.196172249,g
9602,537148.222,5228879.948,0.003,0.190243902,g
9603,537151.04,5228879.203,0.008,0.213930348,g
9604,537148.256,5228880.059,0.018,0.204081633,g
9605,537151.074,5228879.314,0.022,0.226130653,g
9606,537148.291,5228880.171,0.045,0.223880597,g
9607,537151.109,5228879.426,0.03,0.246073298,g
9608,537148.325,5228880.282,0.075,0.176470588,g
9609,537147.289,5228877.31,-0.029,0.230769231,g
9610,537150.107,5228876.565,-0.094,0.180952381,g
9611,537147.323,5228877.421,-0.061,0.185929648,g
9612,537150.141,5228876.676,-0.074,0.219512195,g
9613,537147.357,5228877.532,-0.062,0.15270936,g
9614,537150.175,5228876.787,-0.06,0.244019139,g
9615,537147.391,5228877.644,-0.022,0.17,g
9616,537150.209,5228876.899,-0.009,0.214953271,g
9617,537147.426,5228877.755,0.048,0.184466019,g
9618,537150.244,5228877.01,0.107,0.205741627,g
9619,537147.46,5228877.867,0.111,0.153846154,g
9620,537150.278,5228877.121,0.18,0.218274112,g
9621,537147.494,5228877.978,0.14,0.194029851,g
9622,537150.312,5228877.233,0.133,0.204081633,g
9623,537147.528,5228878.089,0.131,0.2,g
9624,537150.346,5228877.344,0.021,0.214285714,g
9625,537147.563,5228878.201,0.102,0.2039801,g
9626,537150.381,5228877.456,0.002,0.21182266,g
9627,537147.597,5228878.312,0.06,0.158415842,g
9628,537150.415,5228877.567,-0.015,0.173076923,g
9629,537147.631,5228878.423,0.025,0.162561576,g
9630,537150.449,5228877.678,-0.013,0.141463415,g
9631,537147.665,5228878.535,-0.024,0.138613861,g
9632,537150.483,5228877.79,-0.006,0.239583333,g
9633,537147.7,5228878.646,-0.07,0.123152709,g
9634,537150.518,5228877.901,0.001,0.158415842,g
9635,537147.734,5228878.757,-0.059,0.142857143,g
9636,537150.552,5228878.012,0.003,0.15,g
9637,537147.768,5228878.869,-0.054,0.151219512,g
9638,537150.586,5228878.124,0.002,0.175879397,g
9639,537147.803,5228878.98,-0.041,0.086757991,g
9640,537150.62,5228878.235,0.001,0.142857143,g
9641,537147.837,5228879.091,-0.022,0.111111111,g
9642,537150.655,5228878.346,-0.018,0.119266055,g
9643,537147.871,5228879.203,-0.078,0.2,g
9644,537150.689,5228878.458,-0.016,0.140186916,g
9645,537147.905,5228879.314,-0.078,0.16,g
9646,537150.723,5228878.569,-0.014,0.18627451,g
9647,537147.94,5228879.425,-0.079,0.145631068,g
9648,537150.757,5228878.68,-0.016,0.178217822,g
9649,537147.974,5228879.537,-0.081,0.145631068,g
9650,537150.792,5228878.792,-0.018,0.194029851,g
9651,537148.008,5228879.648,-0.081,0.129186603,g
9652,537150.826,5228878.903,-0.004,0.2039801,g
9653,537148.042,5228879.759,-0.043,0.134615385,g
9654,537150.86,5228879.014,0.008,0.219512195,g
9655,537148.077,5228879.871,0.001,0.202020202,g
9656,537150.895,5228879.126,0.018,0.194312796,g
9657,537148.111,5228879.982,0.04,0.227722772,g
9658,537150.929,5228879.237,0.033,0.203883495,g
9659,537148.145,5228880.093,0.07,0.182692308,g
9660,537150.963,5228879.348,0.051,0.178217822,g
9661,537148.179,5228880.205,0.087,0.264248705,g
9662,537150.997,5228879.46,0.055,0.178217822,g
9663,537148.214,5228880.316,0.086,0.163461538,g
9664,537149.995,5228876.599,-0.12,0.21,g
9665,537150.03,5228876.71,-0.076,0.251231527,g
9666,537150.064,5228876.822,-0.039,0.268292683,g
9667,537150.098,5228876.933,0.032,0.247524752,g
9668,537150.132,5228877.044,0.14,0.19047619,g
9669,537150.167,5228877.156,0.186,0.176470588,g
9670,537150.201,5228877.267,0.127,0.166666667,g
9671,537150.235,5228877.378,0.039,0.17,g
9672,537150.269,5228877.49,-0.002,0.228426396,g
9673,537150.304,5228877.601,-0.013,0.142857143,g
9674,537150.338,5228877.712,-0.011,0.133333333,g
9675,537150.372,5228877.824,-0.004,0.145728643,g
9676,537150.406,5228877.935,0.002,0.15270936,g
9677,537150.441,5228878.047,0.005,0.125,g
9678,537150.475,5228878.158,0.008,0.172413793,g
9679,537150.509,5228878.269,0.011,0.136150235,g
9680,537150.543,5228878.381,-0.024,0.108108108,g
9681,537150.578,5228878.492,-0.031,0.131221719,g
9682,537150.612,5228878.603,-0.038,0.163461538,g
9683,537150.646,5228878.715,-0.044,0.153846154,g
9684,537150.68,5228878.826,-0.043,0.173076923,g
9685,537150.715,5228878.937,-0.023,0.194174757,g
9686,537150.749,5228879.049,-0.002,0.167464115,g
9687,537150.783,5228879.16,0.015,0.145631068,g
9688,537150.817,5228879.271,0.027,0.178217822,g
9689,537150.852,5228879.383,0.035,0.165829146,g
9690,537150.886,5228879.494,0.036,0.171717172,g
9691,537149.884,5228876.633,-0.043,0.19,g
9692,537149.918,5228876.745,-0.022,0.252525253,g
9693,537149.952,5228876.856,0.057,0.308900524,g
9694,537149.987,5228876.967,0.115,0.25,g
9695,537150.021,5228877.079,0.15,0.22,g
9696,537150.055,5228877.19,0.164,0.16097561,g
9697,537150.089,5228877.301,0.155,0.147058824,g
9698,537150.124,5228877.413,0.125,0.131707317,g
9699,537150.158,5228877.524,0.09,0.184079602,g
9700,537150.192,5228877.635,0.063,0.127962085,g
9701,537150.227,5228877.747,0.051,0.097674419,g
9702,537150.261,5228877.858,0.046,0.123809524,g
9703,537150.295,5228877.969,0.04,0.157894737,g
9704,537150.329,5228878.081,0.031,0.129186603,g
9705,537150.364,5228878.192,0.021,0.152380952,g
9706,537150.398,5228878.303,0.013,0.132075472,g
9707,537150.432,5228878.415,-0.01,0.132075472,g
9708,537150.466,5228878.526,-0.014,0.161904762,g
9709,537150.501,5228878.638,-0.019,0.217821782,g
9710,537150.535,5228878.749,-0.022,0.171428571,g
9711,537150.569,5228878.86,-0.022,0.144230769,g
9712,537150.603,5228878.972,-0.018,0.156398104,g
9713,537150.638,5228879.083,-0.012,0.142857143,g
9714,537150.672,5228879.194,-0.005,0.102803738,g
9715,537150.706,5228879.306,0,0.148325359,g
9716,537150.74,5228879.417,0.003,0.176470588,g
9717,537150.775,5228879.528,0.003,0.204081633,g
9718,537149.773,5228876.668,-0.067,0.2039801,g
9719,537149.807,5228876.779,-0.047,0.214285714,g
9720,537149.841,5228876.89,0.013,0.277486911,g
9721,537149.875,5228877.002,0.061,0.278350515,g
9722,537149.91,5228877.113,0.084,0.223880597,g
9723,537149.944,5228877.224,0.092,0.180487805,g
9724,537149.978,5228877.336,0.083,0.130434783,g
9725,537150.012,5228877.447,0.065,0.130434783,g
9726,537150.047,5228877.558,0.051,0.149758454,g
9727,537150.081,5228877.67,0.043,0.126213592,g
9728,537150.115,5228877.781,0.041,0.114285714,g
9729,537150.149,5228877.892,0.047,0.133333333,g
9730,537150.184,5228878.004,0.047,0.142857143,g
9731,537150.218,5228878.115,0.038,0.144230769,g
9732,537150.252,5228878.226,0.025,0.165048544,g
9733,537150.286,5228878.338,0.016,0.152380952,g
9734,537150.321,5228878.449,0.009,0.150943396,g
9735,537150.355,5228878.56,0.006,0.172413793,g
9736,537150.389,5228878.672,0,0.185929648,g
9737,537150.423,5228878.783,-0.005,0.127962085,g
9738,537150.458,5228878.894,-0.005,0.140096618,g
9739,537150.492,5228879.006,-0.01,0.156862745,g
9740,537150.526,5228879.117,-0.009,0.151219512,g
9741,537150.56,5228879.229,-0.008,0.102803738,g
9742,537150.595,5228879.34,-0.012,0.13592233,g
9743,537150.629,5228879.451,-0.019,0.148514851,g
9744,537150.663,5228879.563,-0.028,0.174129353,g
9745,537149.627,5228876.59,-0.063,0.215686275,g
9746,537149.661,5228876.702,-0.045,0.223880597,g
9747,537149.696,5228876.813,-0.015,0.261538462,g
9748,537149.73,5228876.924,0.038,0.27638191,g
9749,537149.764,5228877.036,0.063,0.263681592,g
9750,537149.798,5228877.147,0.054,0.256281407,g
9751,537149.833,5228877.259,0.018,0.191919192,g
9752,537149.867,5228877.37,-0.01,0.144278607,g
9753,537149.901,5228877.481,-0.004,0.123152709,g
9754,537149.935,5228877.593,0.051,0.131707317,g
9755,537149.97,5228877.704,0.049,0.105990783,g
9756,537150.004,5228877.815,0.025,0.150943396,g
9757,537150.038,5228877.927,0.022,0.180487805,g
9758,537150.072,5228878.038,0.021,0.121495327,g
9759,537150.107,5228878.149,0.016,0.133333333,g
9760,537150.141,5228878.261,0.006,0.12037037,g
9761,537150.175,5228878.372,0.001,0.160377358,g
9762,537150.209,5228878.483,0.007,0.184466019,g
9763,537150.244,5228878.595,0.008,0.18974359,g
9764,537150.278,5228878.706,0.01,0.147058824,g
9765,537150.312,5228878.817,0.014,0.125,g
9766,537150.346,5228878.929,0.019,0.15942029,g
9767,537150.381,5228879.04,0.032,0.142857143,g
9768,537150.415,5228879.151,0.032,0.152380952,g
9769,537150.449,5228879.263,0.02,0.134615385,g
9770,537150.483,5228879.374,-0.003,0.120772947,g
9771,537150.518,5228879.485,-0.023,0.129186603,g
9772,537150.552,5228879.597,-0.031,0.123809524,g
9773,537149.516,5228876.625,-0.087,0.21182266,g
9774,537149.55,5228876.736,-0.09,0.23,g
9775,537149.584,5228876.847,-0.069,0.261538462,g
9776,537149.618,5228876.959,-0.024,0.217821782,g
9777,537149.653,5228877.07,0.014,0.24,g
9778,537149.687,5228877.181,0.016,0.215686275,g
9779,537149.721,5228877.293,-0.013,0.198019802,g
9780,537149.755,5228877.404,-0.019,0.175879397,g
9781,537149.79,5228877.515,0.012,0.179487179,g
9782,537149.824,5228877.627,0.08,0.15,g
9783,537149.858,5228877.738,0.071,0.121495327,g
9784,537149.892,5228877.849,0.064,0.136150235,g
9785,537149.927,5228877.961,0.037,0.192118227,g
9786,537149.961,5228878.072,0.014,0.146919431,g
9787,537149.995,5228878.184,-0.007,0.137440758,g
9788,537150.029,5228878.295,-0.018,0.149758454,g
9789,537150.064,5228878.406,-0.021,0.146919431,g
9790,537150.098,5228878.518,-0.009,0.201970443,g
9791,537150.132,5228878.629,-0.006,0.16097561,g
9792,537150.167,5228878.74,0,0.149758454,g
9793,537150.201,5228878.852,0.012,0.113300493,g
9794,537150.235,5228878.963,0.022,0.131707317,g
9795,537150.269,5228879.074,0.044,0.125,g
9796,537150.304,5228879.186,0.044,0.141509434,g
9797,537150.338,5228879.297,0.036,0.110091743,g
9798,537150.372,5228879.408,0.016,0.14,g
9799,537150.406,5228879.52,-0.012,0.171717172,g
9800,537150.441,5228879.631,-0.03,0.243523316,g
9801,537114.115,5228904.58,0.097,0.162790698,g
9802,537114.149,5228904.691,0.118,0.165137615,g
9803,537114.671,5228904.408,0.018,0.150259067,g
9804,537114.183,5228904.802,0.126,0.145454545,g
9805,537114.706,5228904.52,0.033,0.134615385,g
9806,537114.217,5228904.914,0.049,0.150684932,g
9807,537114.74,5228904.631,0.055,0.172093023,g
9808,537114.252,5228905.025,-0.034,0.170506912,g
9809,537114.286,5228905.136,-0.109,0.168949772,g
9810,537114.32,5228905.248,-0.172,0.17370892,g
9811,537114.354,5228905.359,-0.212,0.156950673,g
9812,537114.389,5228905.47,-0.194,0.150684932,g
9813,537114.423,5228905.582,-0.135,0.161290323,g
9814,537114.457,5228905.693,-0.061,0.175925926,g
9815,537114.491,5228905.804,-0.055,0.211267606,g
9816,537113.626,5228903.389,0.018,0.164319249,g
9817,537113.661,5228903.5,0.046,0.150943396,g
9818,537113.695,5228903.612,0.019,0.110132159,g
9819,537113.729,5228903.723,-0.034,0.12962963,g
9820,537113.764,5228903.834,-0.084,0.163461538,g
9821,537113.798,5228903.946,-0.039,0.190243902,g
9822,537113.832,5228904.057,0.018,0.122171946,g
9823,537113.866,5228904.168,0,0.144144144,g
9824,537113.901,5228904.28,-0.083,0.187214612,g
9825,537113.935,5228904.391,-0.097,0.142857143,g
9826,537113.969,5228904.502,-0.037,0.186915888,g
9827,537114.003,5228904.614,0.003,0.159817352,g
9828,537114.038,5228904.725,-0.004,0.213930348,g
9829,537114.56,5228904.443,0.056,0.14953271,g
9830,537114.072,5228904.837,-0.028,0.145454545,g
9831,537114.594,5228904.554,0.061,0.168224299,g
9832,537114.106,5228904.948,-0.041,0.158371041,g
9833,537114.629,5228904.665,0.068,0.2,g
9834,537114.14,5228905.059,-0.051,0.158371041,g
9835,537114.175,5228905.171,-0.044,0.167420814,g
9836,537114.663,5228904.777,0.065,0.141552511,g
9837,537114.209,5228905.282,-0.035,0.145454545,g
9838,537114.697,5228904.888,0.065,0.138888889,g
9839,537114.243,5228905.393,-0.066,0.192307692,g
9840,537114.731,5228904.999,0.059,0.164319249,g
9841,537114.277,5228905.505,-0.098,0.168224299,g
9842,537114.766,5228905.111,0.072,0.161290323,g
9843,537114.312,5228905.616,-0.081,0.153153153,g
9844,537114.8,5228905.222,0.085,0.184834123,g
9845,537114.346,5228905.727,-0.05,0.181395349,g
9846,537114.834,5228905.333,0.086,0.180952381,g
9847,537114.38,5228905.839,-0.02,0.131221719,g
9848,537113.515,5228903.423,0.003,0.165137615,g
9849,537113.549,5228903.535,0.029,0.145454545,g
9850,537113.584,5228903.646,0.052,0.118181818,g
9851,537113.618,5228903.757,0.014,0.13592233,g
9852,537113.652,5228903.869,-0.057,0.148514851,g
9853,537113.686,5228903.98,-0.015,0.092592593,g
9854,537113.721,5228904.091,0.035,0.155963303,g
9855,537113.755,5228904.203,0.016,0.178571429,g
9856,537113.789,5228904.314,-0.062,0.207373272,g
9857,537113.823,5228904.425,-0.08,0.19266055,g
9858,537113.858,5228904.537,-0.052,0.183486239,g
9859,537113.892,5228904.648,-0.019,0.174311927,g
9860,537113.926,5228904.759,-0.048,0.134199134,g
9861,537113.96,5228904.871,-0.08,0.160714286,g
9862,537114.552,5228903.226,-0.046,0.162561576,g
9863,537113.995,5228904.982,-0.087,0.158371041,g
9864,537114.449,5228904.477,0.101,0.165876777,g
